province,c0,c1,c2,c3,c4,c5,c6,c7,c8,c9,c10,c11,c12,c13,c14,c15,c16,c17,c18,c19
ÇORUM,2007,ÇORUM,"30,7","29,9","31,6",,,,,,,,,,,,,,,
ÇORUM,2000,ÇORUM,"26,2","26,1","26,3",,,,,,,,,,,,,,,
ÇORUM,1990,ÇORUM,"21,6","20,8","22,2",,,,,,,,,,,,,,,
ÇORUM,1985,ÇORUM,"19,9","19,0","20,8",,,,,,,,,,,,,,,
DENİZLİ,2025,DENİZLİ,"38,8","38,1","39,6",,,,,,,,,,,,,,,
DENİZLİ,2024,DENİZLİ,"38,2","37,5","39,0",,,,,,,,,,,,,,,
DENİZLİ,2023,DENİZLİ,"37,7","37,0","38,5",,,,,,,,,,,,,,,
DENİZLİ,2022,DENİZLİ,"37,2","36,5","37,9",,,,,,,,,,,,,,,
DENİZLİ,2021,DENİZLİ,"36,8","36,1","37,5",,,,,,,,,,,,,,,
DENİZLİ,2020,DENİZLİ,"36,4","35,7","37,0",,,,,,,,,,,,,,,
DENİZLİ,2019,DENİZLİ,"36,0","35,3","36,6",,,,,,,,,,,,,,,
DENİZLİ,2018,DENİZLİ,"35,6","35,0","36,1",,,,,,,,,,,,,,,
DENİZLİ,2017,DENİZLİ,"35,1","34,5","35,7",,,,,,,,,,,,,,,
DENİZLİ,2016,DENİZLİ,"34,8","34,2","35,3",,,,,,,,,,,,,,,
DENİZLİ,2015,DENİZLİ,"34,3","33,7","34,9",,,,,,,,,,,,,,,
DENİZLİ,2014,DENİZLİ,"33,9","33,4","34,4",,,,,,,,,,,,,,,
DENİZLİ,2013,DENİZLİ,"33,5","33,0","34,1",,,,,,,,,,,,,,,
DENİZLİ,2012,DENİZLİ,"33,2","32,8","33,7",,,,,,,,,,,,,,,
DENİZLİ,2011,DENİZLİ,"32,8","32,3","33,3",,,,,,,,,,,,,,,
DENİZLİ,2010,DENİZLİ,"32,4","32,0","32,8",,,,,,,,,,,,,,,
DENİZLİ,2009,DENİZLİ,"31,8","31,3","32,3",,,,,,,,,,,,,,,
DENİZLİ,2008,DENİZLİ,"31,4","30,9","31,9",,,,,,,,,,,,,,,
DENİZLİ,2007,DENİZLİ,"31,0","30,4","31,6",,,,,,,,,,,,,,,
DENİZLİ,2000,DENİZLİ,"28,0","27,5","28,4",,,,,,,,,,,,,,,
DENİZLİ,1990,DENİZLİ,"24,5","23,9","25,1",,,,,,,,,,,,,,,
DENİZLİ,1985,DENİZLİ,"23,0","22,5","23,6",,,,,,,,,,,,,,,
DİYARBAKIR,2025,DİYARBAKIR,"26,7","26,3","27,1",,,,,,,,,,,,,,,
DİYARBAKIR,2024,DİYARBAKIR,"26,3","25,8","26,7",,,,,,,,,,,,,,,
DİYARBAKIR,2023,DİYARBAKIR,"25,8","25,4","26,2",,,,,,,,,,,,,,,
DİYARBAKIR,2022,DİYARBAKIR,"25,2","24,8","25,6",,,,,,,,,,,,,,,
DİYARBAKIR,2021,DİYARBAKIR,"24,8","24,4","25,2",,,,,,,,,,,,,,,
DİYARBAKIR,2020,DİYARBAKIR,"24,3","23,9","24,7",,,,,,,,,,,,,,,
DİYARBAKIR,2019,DİYARBAKIR,"24,0","23,6","24,4",,,,,,,,,,,,,,,
DİYARBAKIR,2018,DİYARBAKIR,"23,5","23,1","24,0",,,,,,,,,,,,,,,
DİYARBAKIR,2017,DİYARBAKIR,"23,2","22,7","23,6",,,,,,,,,,,,,,,
DİYARBAKIR,2016,DİYARBAKIR,"22,8","22,4","23,2",,,,,,,,,,,,,,,
DİYARBAKIR,2015,DİYARBAKIR,"22,5","22,1","22,9",,,,,,,,,,,,,,,
DİYARBAKIR,2014,DİYARBAKIR,"22,2","21,9","22,6",,,,,,,,,,,,,,,
DİYARBAKIR,2013,DİYARBAKIR,"21,9","21,5","22,4",,,,,,,,,,,,,,,
DİYARBAKIR,2012,DİYARBAKIR,"21,7","21,3","22,0",,,,,,,,,,,,,,,
DİYARBAKIR,2011,DİYARBAKIR,"21,4","21,1","21,7",,,,,,,,,,,,,,,
DİYARBAKIR,2010,DİYARBAKIR,"20,9","20,3","21,4",,,,,,,,,,,,,,,
DİYARBAKIR,2009,DİYARBAKIR,"20,7","20,4","21,0",,,,,,,,,,,,,,,
DİYARBAKIR,2008,DİYARBAKIR,"20,6","20,3","20,9",,,,,,,,,,,,,,,
DİYARBAKIR,2007,DİYARBAKIR,"20,4","19,9","20,9",,,,,,,,,,,,,,,
DİYARBAKIR,2000,DİYARBAKIR,"17,7","17,3","18,2",,,,,,,,,,,,,,,
DİYARBAKIR,1990,DİYARBAKIR,"15,9","15,5","16,4",,,,,,,,,,,,,,,
DİYARBAKIR,1985,DİYARBAKIR,"15,2","14,9","15,7",,,,,,,,,,,,,,,
DÜZCE,2025,DÜZCE,"36,8","36,2","37,4",,,,,,,,,,,,,,,
DÜZCE,2024,DÜZCE,"36,3","35,8","36,9",,,,,,,,,,,,,,,
DÜZCE,2023,DÜZCE,"35,8","35,3","36,4",,,,,,,,,,,,,,,
DÜZCE,2022,DÜZCE,"35,2","34,6","35,8",,,,,,,,,,,,,,,
DÜZCE,2021,DÜZCE,"34,7","34,3","35,2",,,,,,,,,,,,,,,
DÜZCE,2020,DÜZCE,"34,4","33,9","34,8",,,,,,,,,,,,,,,
DÜZCE,2019,DÜZCE,"33,9","33,5","34,4",,,,,,,,,,,,,,,
DÜZCE,2018,DÜZCE,"33,6","33,2","34,0",,,,,,,,,,,,,,,
DÜZCE,2017,DÜZCE,"33,4","33,1","33,8",,,,,,,,,,,,,,,
DÜZCE,2016,DÜZCE,"33,2","32,7","33,7",,,,,,,,,,,,,,,
DÜZCE,2015,DÜZCE,"33,1","32,6","33,6",,,,,,,,,,,,,,,
DÜZCE,2014,DÜZCE,"32,7","32,3","33,2",,,,,,,,,,,,,,,
DÜZCE,2013,DÜZCE,"32,3","31,8","32,8",,,,,,,,,,,,,,,
DÜZCE,2012,DÜZCE,"32,0","31,6","32,4",,,,,,,,,,,,,,,
DÜZCE,2011,DÜZCE,"31,7","31,4","32,0",,,,,,,,,,,,,,,
DÜZCE,2010,DÜZCE,"31,3","31,1","31,6",,,,,,,,,,,,,,,
DÜZCE,2009,DÜZCE,"30,7","30,2","31,1",,,,,,,,,,,,,,,
DÜZCE,2008,DÜZCE,"30,4","30,1","30,8",,,,,,,,,,,,,,,
DÜZCE,2007,DÜZCE,"30,1","29,7","30,5",,,,,,,,,,,,,,,
DÜZCE,2000,DÜZCE,"27,1","27,2","26,9",,,,,,,,,,,,,,,
EDİRNE,2025,EDİRNE,"41,8","40,6","43,1",,,,,,,,,,,,,,,
EDİRNE,2024,EDİRNE,"41,4","40,3","42,7",,,,,,,,,,,,,,,
EDİRNE,2023,EDİRNE,"41,1","40,0","42,3",,,,,,,,,,,,,,,
EDİRNE,2022,EDİRNE,"40,8","39,7","42,1",,,,,,,,,,,,,,,
EDİRNE,2021,EDİRNE,"40,5","39,1","41,9",,,,,,,,,,,,,,,
EDİRNE,2020,EDİRNE,"40,4","39,0","41,9",,,,,,,,,,,,,,,
EDİRNE,2019,EDİRNE,"39,4","38,0","41,0",,,,,,,,,,,,,,,
EDİRNE,2018,EDİRNE,"39,2","37,7","40,7",,,,,,,,,,,,,,,
EDİRNE,2017,EDİRNE,"38,9","37,5","40,3",,,,,,,,,,,,,,,
EDİRNE,2016,EDİRNE,"38,8","37,4","40,3",,,,,,,,,,,,,,,
EDİRNE,2015,EDİRNE,"38,2","36,9","39,5",,,,,,,,,,,,,,,
EDİRNE,2014,EDİRNE,"38,0","36,7","39,5",,,,,,,,,,,,,,,
EDİRNE,2013,EDİRNE,"37,6","36,4","38,9",,,,,,,,,,,,,,,
EDİRNE,2012,EDİRNE,"37,1","35,6","38,6",,,,,,,,,,,,,,,
EDİRNE,2011,EDİRNE,"36,8","35,2","38,4",,,,,,,,,,,,,,,
EDİRNE,2010,EDİRNE,"37,0","36,1","38,0",,,,,,,,,,,,,,,
EDİRNE,2009,EDİRNE,"36,0","34,6","37,4",,,,,,,,,,,,,,,
EDİRNE,2008,EDİRNE,"35,5","33,9","37,2",,,,,,,,,,,,,,,
EDİRNE,2007,EDİRNE,"35,0","33,5","36,6",,,,,,,,,,,,,,,
EDİRNE,2000,EDİRNE,"30,9","29,1","32,9",,,,,,,,,,,,,,,
EDİRNE,1990,EDİRNE,"27,1","26,3","27,9",,,,,,,,,,,,,,,
EDİRNE,1985,EDİRNE,"24,7","24,3","25,5",,,,,,,,,,,,,,,
ELAZIĞ,2025,ELAZIĞ,"35,7","34,7","36,7",,,,,,,,,,,,,,,
ELAZIĞ,2024,ELAZIĞ,"35,2","34,2","36,2",,,,,,,,,,,,,,,
ELAZIĞ,2023,ELAZIĞ,"34,7","33,6","35,7",,,,,,,,,,,,,,,
ELAZIĞ,2022,ELAZIĞ,"34,2","33,1","35,2",,,,,,,,,,,,,,,
ELAZIĞ,2021,ELAZIĞ,"33,5","32,4","34,7",,,,,,,,,,,,,,,
ELAZIĞ,2020,ELAZIĞ,"33,0","31,9","34,1",,,,,,,,,,,,,,,
ELAZIĞ,2019,ELAZIĞ,"32,5","31,4","33,6",,,,,,,,,,,,,,,
ELAZIĞ,2018,ELAZIĞ,"32,0","30,9","33,2",,,,,,,,,,,,,,,
ELAZIĞ,2017,ELAZIĞ,"31,5","30,3","32,7",,,,,,,,,,,,,,,
ELAZIĞ,2016,ELAZIĞ,"31,0","29,7","32,3",,,,,,,,,,,,,,,
ELAZIĞ,2015,ELAZIĞ,"30,6","29,3","31,8",,,,,,,,,,,,,,,
ELAZIĞ,2014,ELAZIĞ,"30,4","29,3","31,4",,,,,,,,,,,,,,,
ELAZIĞ,2013,ELAZIĞ,"30,0","28,8","31,1",,,,,,,,,,,,,,,
ELAZIĞ,2012,ELAZIĞ,"29,5","28,3","30,6",,,,,,,,,,,,,,,
ELAZIĞ,2011,ELAZIĞ,"29,2","28,1","30,3",,,,,,,,,,,,,,,
ELAZIĞ,2010,ELAZIĞ,"28,7","27,8","29,6",,,,,,,,,,,,,,,
ELAZIĞ,2009,ELAZIĞ,"28,0","27,0","29,0",,,,,,,,,,,,,,,
ELAZIĞ,2008,ELAZIĞ,"27,7","26,6","28,6",,,,,,,,,,,,,,,
ELAZIĞ,2007,ELAZIĞ,"27,5","26,5","28,4",,,,,,,,,,,,,,,
ELAZIĞ,2000,ELAZIĞ,"23,4","22,8","24,1",,,,,,,,,,,,,,,
ELAZIĞ,1990,ELAZIĞ,"20,1","19,6","20,7",,,,,,,,,,,,,,,
ELAZIĞ,1985,ELAZIĞ,"18,8","18,2","19,3",,,,,,,,,,,,,,,
ERZİNCAN,2025,ERZİNCAN,"36,1","35,4","36,8",,,,,,,,,,,,,,,
ERZİNCAN,2024,ERZİNCAN,"35,6","34,9","36,4",,,,,,,,,,,,,,,
ERZİNCAN,2023,ERZİNCAN,"35,1","34,2","36,0",,,,,,,,,,,,,,,
ERZİNCAN,2022,ERZİNCAN,"34,4","33,7","35,1",,,,,,,,,,,,,,,
ERZİNCAN,2021,ERZİNCAN,"33,7","32,8","34,7",,,,,,,,,,,,,,,
ERZİNCAN,2020,ERZİNCAN,"33,7","32,7","34,7",,,,,,,,,,,,,,,
ERZİNCAN,2019,ERZİNCAN,"33,2","32,3","34,2",,,,,,,,,,,,,,,
ERZİNCAN,2018,ERZİNCAN,"32,8","31,7","33,9",,,,,,,,,,,,,,,
ERZİNCAN,2017,ERZİNCAN,"31,6","30,4","32,9",,,,,,,,,,,,,,,
ERZİNCAN,2016,ERZİNCAN,"32,1","31,3","33,0",,,,,,,,,,,,,,,
ERZİNCAN,2015,ERZİNCAN,"31,8","30,8","32,8",,,,,,,,,,,,,,,
ERZİNCAN,2014,ERZİNCAN,"31,7","30,8","32,6",,,,,,,,,,,,,,,
ERZİNCAN,2013,ERZİNCAN,"31,0","30,0","32,0",,,,,,,,,,,,,,,
ERZİNCAN,2012,ERZİNCAN,"30,7","29,7","31,8",,,,,,,,,,,,,,,
ERZİNCAN,2011,ERZİNCAN,"30,7","29,6","31,9",,,,,,,,,,,,,,,
ERZİNCAN,2010,ERZİNCAN,"28,8","26,8","31,3",,,,,,,,,,,,,,,
ERZİNCAN,2009,ERZİNCAN,"29,4","28,2","30,7",,,,,,,,,,,,,,,
ERZİNCAN,2008,ERZİNCAN,"29,3","28,1","30,5",,,,,,,,,,,,,,,
ERZİNCAN,2007,ERZİNCAN,"28,2","26,8","29,9",,,,,,,,,,,,,,,
ERZİNCAN,2000,ERZİNCAN,"24,6","24,1","25,5",,,,,,,,,,,,,,,
ERZİNCAN,1990,ERZİNCAN,"22,2","22,2","22,4",,,,,,,,,,,,,,,
ERZİNCAN,1985,ERZİNCAN,"20,7","20,8","20,4",,,,,,,,,,,,,,,
ERZURUM,2025,ERZURUM,"31,5","31,2","31,7",,,,,,,,,,,,,,,
ERZURUM,2024,ERZURUM,"30,8","30,5","31,1",,,,,,,,,,,,,,,
ERZURUM,2023,ERZURUM,"30,2","30,0","30,4",,,,,,,,,,,,,,,
ERZURUM,2022,ERZURUM,"29,6","29,3","29,8",,,,,,,,,,,,,,,
ERZURUM,2021,ERZURUM,"29,0","28,7","29,3",,,,,,,,,,,,,,,
ERZURUM,2020,ERZURUM,"28,6","28,2","29,0",,,,,,,,,,,,,,,
ERZURUM,2019,ERZURUM,"28,0","27,7","28,3",,,,,,,,,,,,,,,
ERZURUM,2018,ERZURUM,"27,7","27,3","28,1",,,,,,,,,,,,,,,
ERZURUM,2017,ERZURUM,"27,1","26,8","27,5",,,,,,,,,,,,,,,
ERZURUM,2016,ERZURUM,"26,9","26,4","27,3",,,,,,,,,,,,,,,
ERZURUM,2015,ERZURUM,"26,6","26,1","27,1",,,,,,,,,,,,,,,
ERZURUM,2014,ERZURUM,"26,6","25,9","27,2",,,,,,,,,,,,,,,
ERZURUM,2013,ERZURUM,"26,0","25,6","26,4",,,,,,,,,,,,,,,
ERZURUM,2012,ERZURUM,"25,5","25,0","26,0",,,,,,,,,,,,,,,
ERZURUM,2011,ERZURUM,"25,2","24,7","25,7",,,,,,,,,,,,,,,
ERZURUM,2010,ERZURUM,"25,1","24,7","25,4",,,,,,,,,,,,,,,
ERZURUM,2009,ERZURUM,"24,5","24,1","24,9",,,,,,,,,,,,,,,
ERZURUM,2008,ERZURUM,"24,4","23,8","25,0",,,,,,,,,,,,,,,
ERZURUM,2007,ERZURUM,"24,2","23,7","24,7",,,,,,,,,,,,,,,
ERZURUM,2000,ERZURUM,"21,4","21,2","21,6",,,,,,,,,,,,,,,
ERZURUM,1990,ERZURUM,"18,9","18,8","19,0",,,,,,,,,,,,,,,
ERZURUM,1985,ERZURUM,"18,0","17,9","18,1",,,,,,,,,,,,,,,
ESKİŞEHİR,2025,ESKİŞEHİR,"38,6","37,3","40,0",,,,,,,,,,,,,,,
ESKİŞEHİR,2024,ESKİŞEHİR,"38,2","37,0","39,4",,,,,,,,,,,,,,,
ESKİŞEHİR,2023,ESKİŞEHİR,"37,8","36,6","39,0",,,,,,,,,,,,,,,
ESKİŞEHİR,2022,ESKİŞEHİR,"37,4","36,2","38,7",,,,,,,,,,,,,,,
ESKİŞEHİR,2021,ESKİŞEHİR,"37,2","36,0","38,4",,,,,,,,,,,,,,,
ESKİŞEHİR,2020,ESKİŞEHİR,"36,9","35,7","38,1",,,,,,,,,,,,,,,
ESKİŞEHİR,2019,ESKİŞEHİR,"36,4","35,2","37,6",,,,,,,,,,,,,,,
ESKİŞEHİR,2018,ESKİŞEHİR,"36,0","35,0","37,1",,,,,,,,,,,,,,,
ESKİŞEHİR,2017,ESKİŞEHİR,"35,8","34,7","36,8",,,,,,,,,,,,,,,
ESKİŞEHİR,2016,ESKİŞEHİR,"35,5","34,5","36,6",,,,,,,,,,,,,,,
ESKİŞEHİR,2015,ESKİŞEHİR,"35,3","34,2","36,4",,,,,,,,,,,,,,,
ESKİŞEHİR,2014,ESKİŞEHİR,"34,9","33,9","35,9",,,,,,,,,,,,,,,
ESKİŞEHİR,2013,ESKİŞEHİR,"34,6","33,6","35,7",,,,,,,,,,,,,,,
ESKİŞEHİR,2012,ESKİŞEHİR,"34,3","33,3","35,3",,,,,,,,,,,,,,,
ESKİŞEHİR,2011,ESKİŞEHİR,"33,9","33,0","34,8",,,,,,,,,,,,,,,
ESKİŞEHİR,2010,ESKİŞEHİR,"33,7","33,0","34,4",,,,,,,,,,,,,,,
ESKİŞEHİR,2009,ESKİŞEHİR,"33,2","32,3","34,0",,,,,,,,,,,,,,,
ESKİŞEHİR,2008,ESKİŞEHİR,"32,9","32,1","33,8",,,,,,,,,,,,,,,
ESKİŞEHİR,2007,ESKİŞEHİR,"32,8","31,9","33,6",,,,,,,,,,,,,,,
ESKİŞEHİR,2000,ESKİŞEHİR,"29,4","29,0","29,9",,,,,,,,,,,,,,,
ESKİŞEHİR,1990,ESKİŞEHİR,"26,3","26,1","26,4",,,,,,,,,,,,,,,
ESKİŞEHİR,1985,ESKİŞEHİR,"24,4","24,3","24,5",,,,,,,,,,,,,,,
GAZİANTEP,2025,GAZİANTEP,"27,5","27,2","27,8",,,,,,,,,,,,,,,
GAZİANTEP,2024,GAZİANTEP,"27,0","26,7","27,4",,,,,,,,,,,,,,,
GAZİANTEP,2023,GAZİANTEP,"26,6","26,3","26,9",,,,,,,,,,,,,,,
GAZİANTEP,2022,GAZİANTEP,"26,2","25,8","26,5",,,,,,,,,,,,,,,
GAZİANTEP,2021,GAZİANTEP,"25,9","25,6","26,1",,,,,,,,,,,,,,,
GAZİANTEP,2020,GAZİANTEP,"25,5","25,2","25,8",,,,,,,,,,,,,,,
GAZİANTEP,2019,GAZİANTEP,"25,3","25,0","25,6",,,,,,,,,,,,,,,
GAZİANTEP,2018,GAZİANTEP,"25,0","24,7","25,2",,,,,,,,,,,,,,,
GAZİANTEP,2017,GAZİANTEP,"24,7","24,5","24,9",,,,,,,,,,,,,,,
GAZİANTEP,2016,GAZİANTEP,"24,5","24,3","24,7",,,,,,,,,,,,,,,
GAZİANTEP,2015,GAZİANTEP,"24,3","24,0","24,5",,,,,,,,,,,,,,,
GAZİANTEP,2014,GAZİANTEP,"24,1","23,8","24,4",,,,,,,,,,,,,,,
GAZİANTEP,2013,GAZİANTEP,"23,9","23,6","24,2",,,,,,,,,,,,,,,
GAZİANTEP,2012,GAZİANTEP,"23,8","23,4","24,1",,,,,,,,,,,,,,,
GAZİANTEP,2011,GAZİANTEP,"23,6","23,3","23,8",,,,,,,,,,,,,,,
GAZİANTEP,2010,GAZİANTEP,"23,3","23,0","23,6",,,,,,,,,,,,,,,
GAZİANTEP,2009,GAZİANTEP,"23,0","22,6","23,3",,,,,,,,,,,,,,,
GAZİANTEP,2008,GAZİANTEP,"22,9","22,5","23,3",,,,,,,,,,,,,,,
GAZİANTEP,2007,GAZİANTEP,"22,9","22,4","23,4",,,,,,,,,,,,,,,
GAZİANTEP,2000,GAZİANTEP,"20,3","19,8","20,9",,,,,,,,,,,,,,,
GAZİANTEP,1990,GAZİANTEP,"18,3","17,9","18,7",,,,,,,,,,,,,,,
GAZİANTEP,1985,GAZİANTEP,"17,3","16,9","17,8",,,,,,,,,,,,,,,
GİRESUN,2025,GİRESUN,"43,5","42,5","44,5",,,,,,,,,,,,,,,
GİRESUN,2024,GİRESUN,"42,9","41,9","43,9",,,,,,,,,,,,,,,
GİRESUN,2023,GİRESUN,"42,4","41,5","43,4",,,,,,,,,,,,,,,
GİRESUN,2022,GİRESUN,"41,6","40,5","42,6",,,,,,,,,,,,,,,
GİRESUN,2021,GİRESUN,"41,0","40,0","42,0",,,,,,,,,,,,,,,
GİRESUN,2020,GİRESUN,"40,4","39,4","41,5",,,,,,,,,,,,,,,
GİRESUN,2019,GİRESUN,"39,9","38,9","41,0",,,,,,,,,,,,,,,
GİRESUN,2018,GİRESUN,"39,6","38,7","40,7",,,,,,,,,,,,,,,
GİRESUN,2017,GİRESUN,"38,6","37,6","39,6",,,,,,,,,,,,,,,
GİRESUN,2016,GİRESUN,"38,1","37,2","39,1",,,,,,,,,,,,,,,
GİRESUN,2015,GİRESUN,"37,9","36,8","39,0",,,,,,,,,,,,,,,
GİRESUN,2014,GİRESUN,"37,7","36,6","38,7",,,,,,,,,,,,,,,
GİRESUN,2013,GİRESUN,"36,8","35,8","37,8",,,,,,,,,,,,,,,
GİRESUN,2012,GİRESUN,"35,9","35,0","36,9",,,,,,,,,,,,,,,
GİRESUN,2011,GİRESUN,"35,2","34,3","36,3",,,,,,,,,,,,,,,
GİRESUN,2010,GİRESUN,"34,7","33,8","35,6",,,,,,,,,,,,,,,
GİRESUN,2009,GİRESUN,"33,7","32,7","34,9",,,,,,,,,,,,,,,
GİRESUN,2008,GİRESUN,"33,2","32,2","34,3",,,,,,,,,,,,,,,
GİRESUN,2007,GİRESUN,"32,4","31,4","33,5",,,,,,,,,,,,,,,
GİRESUN,2000,GİRESUN,"27,4","26,8","28,0",,,,,,,,,,,,,,,
GİRESUN,1990,GİRESUN,"23,3","22,9","23,7",,,,,,,,,,,,,,,
GİRESUN,1985,GİRESUN,"20,1","19,2","21,0",,,,,,,,,,,,,,,
GÜMÜŞHANE,2025,GÜMÜŞHANE,"37,3","37,5","37,0",,,,,,,,,,,,,,,
GÜMÜŞHANE,2024,GÜMÜŞHANE,"36,7","36,8","36,5",,,,,,,,,,,,,,,
GÜMÜŞHANE,2023,GÜMÜŞHANE,"36,1","36,2","36,1",,,,,,,,,,,,,,,
GÜMÜŞHANE,2022,GÜMÜŞHANE,"34,9","35,0","34,7",,,,,,,,,,,,,,,
GÜMÜŞHANE,2021,GÜMÜŞHANE,"33,9","34,0","33,8",,,,,,,,,,,,,,,
GÜMÜŞHANE,2020,GÜMÜŞHANE,"34,5","34,2","34,9",,,,,,,,,,,,,,,
GÜMÜŞHANE,2019,GÜMÜŞHANE,"32,5","32,6","32,5",,,,,,,,,,,,,,,
GÜMÜŞHANE,2018,GÜMÜŞHANE,"32,5","32,4","32,7",,,,,,,,,,,,,,,
GÜMÜŞHANE,2017,GÜMÜŞHANE,"31,0","30,9","31,1",,,,,,,,,,,,,,,
GÜMÜŞHANE,2016,GÜMÜŞHANE,"30,6","30,3","30,9",,,,,,,,,,,,,,,
GÜMÜŞHANE,2015,GÜMÜŞHANE,"30,6","30,0","31,2",,,,,,,,,,,,,,,
GÜMÜŞHANE,2014,GÜMÜŞHANE,"30,6","29,9","31,5",,,,,,,,,,,,,,,
GÜMÜŞHANE,2013,GÜMÜŞHANE,"30,6","29,8","31,5",,,,,,,,,,,,,,,
GÜMÜŞHANE,2012,GÜMÜŞHANE,"30,5","29,6","31,4",,,,,,,,,,,,,,,
GÜMÜŞHANE,2011,GÜMÜŞHANE,"30,4","29,6","31,5",,,,,,,,,,,,,,,
GÜMÜŞHANE,2010,GÜMÜŞHANE,"30,3","29,5","31,2",,,,,,,,,,,,,,,
GÜMÜŞHANE,2009,GÜMÜŞHANE,"29,5","28,7","30,4",,,,,,,,,,,,,,,
GÜMÜŞHANE,2008,GÜMÜŞHANE,"29,2","28,5","30,1",,,,,,,,,,,,,,,
GÜMÜŞHANE,2007,GÜMÜŞHANE,"28,5","27,7","29,4",,,,,,,,,,,,,,,
GÜMÜŞHANE,2000,GÜMÜŞHANE,"24,2","23,8","24,7",,,,,,,,,,,,,,,
GÜMÜŞHANE,1990,GÜMÜŞHANE,"20,7","19,9","21,5",,,,,,,,,,,,,,,
GÜMÜŞHANE,1985,GÜMÜŞHANE,"18,8","17,5","19,8",,,,,,,,,,,,,,,
HAKKARİ,2025,HAKKARİ,"26,8","26,6","27,2",,,,,,,,,,,,,,,
HAKKARİ,2024,HAKKARİ,"26,3","26,1","26,6",,,,,,,,,,,,,,,
HAKKARİ,2023,HAKKARİ,"25,9","25,8","26,1",,,,,,,,,,,,,,,
HAKKARİ,2022,HAKKARİ,"25,1","24,9","25,3",,,,,,,,,,,,,,,
HAKKARİ,2021,HAKKARİ,"24,6","24,5","24,8",,,,,,,,,,,,,,,
HAKKARİ,2020,HAKKARİ,"24,2","24,1","24,2",,,,,,,,,,,,,,,
HAKKARİ,2019,HAKKARİ,"23,8","23,8","23,7",,,,,,,,,,,,,,,
HAKKARİ,2018,HAKKARİ,"23,4","23,6","23,1",,,,,,,,,,,,,,,
HAKKARİ,2017,HAKKARİ,"22,8","22,9","22,5",,,,,,,,,,,,,,,
HAKKARİ,2016,HAKKARİ,"22,3","22,5","22,0",,,,,,,,,,,,,,,
HAKKARİ,2015,HAKKARİ,"22,1","22,4","21,6",,,,,,,,,,,,,,,
HAKKARİ,2014,HAKKARİ,"21,7","22,0","21,2",,,,,,,,,,,,,,,
HAKKARİ,2013,HAKKARİ,"21,4","21,7","20,7",,,,,,,,,,,,,,,
HAKKARİ,2012,HAKKARİ,"21,2","21,6","20,2",,,,,,,,,,,,,,,
HAKKARİ,2011,HAKKARİ,"20,8","21,3","19,8",,,,,,,,,,,,,,,
HAKKARİ,2010,HAKKARİ,"19,4","19,5","19,3",,,,,,,,,,,,,,,
HAKKARİ,2009,HAKKARİ,"19,7","20,3","18,9",,,,,,,,,,,,,,,
HAKKARİ,2008,HAKKARİ,"19,8","20,4","18,7",,,,,,,,,,,,,,,
HAKKARİ,2007,HAKKARİ,"19,0","19,5","18,4",,,,,,,,,,,,,,,
HAKKARİ,2000,HAKKARİ,"17,3","18,3","16,1",,,,,,,,,,,,,,,
HAKKARİ,1990,HAKKARİ,"15,0","15,8","14,2",,,,,,,,,,,,,,,
HAKKARİ,1985,HAKKARİ,"14,8","15,4","14,1",,,,,,,,,,,,,,,
HATAY,2025,HATAY,"32,2","31,5","32,8",,,,,,,,,,,,,,,
HATAY,2024,HATAY,"31,8","31,1","32,5",,,,,,,,,,,,,,,
HATAY,2023,HATAY,"31,4","30,7","32,0",,,,,,,,,,,,,,,
HATAY,2022,HATAY,"30,6","30,0","31,3",,,,,,,,,,,,,,,
HATAY,2021,HATAY,"30,3","29,6","30,9",,,,,,,,,,,,,,,
HATAY,2020,HATAY,"29,8","29,2","30,4",,,,,,,,,,,,,,,
HATAY,2019,HATAY,"29,7","29,1","30,3",,,,,,,,,,,,,,,
HATAY,2018,HATAY,"29,3","28,7","30,0",,,,,,,,,,,,,,,
HATAY,2017,HATAY,"29,1","28,4","29,8",,,,,,,,,,,,,,,
HATAY,2016,HATAY,"28,8","28,0","29,5",,,,,,,,,,,,,,,
HATAY,2015,HATAY,"28,4","27,6","29,2",,,,,,,,,,,,,,,
HATAY,2014,HATAY,"28,0","27,2","28,8",,,,,,,,,,,,,,,
HATAY,2013,HATAY,"27,7","26,9","28,5",,,,,,,,,,,,,,,
HATAY,2012,HATAY,"27,5","26,8","28,2",,,,,,,,,,,,,,,
HATAY,2011,HATAY,"27,2","26,5","27,8",,,,,,,,,,,,,,,
HATAY,2010,HATAY,"26,4","25,5","27,4",,,,,,,,,,,,,,,
HATAY,2009,HATAY,"26,4","25,7","27,0",,,,,,,,,,,,,,,
HATAY,2008,HATAY,"26,2","25,6","26,8",,,,,,,,,,,,,,,
HATAY,2007,HATAY,"25,9","25,2","26,6",,,,,,,,,,,,,,,
HATAY,2000,HATAY,"22,5","21,9","23,2",,,,,,,,,,,,,,,
HATAY,1990,HATAY,"19,1","18,7","19,4",,,,,,,,,,,,,,,
HATAY,1985,HATAY,"17,8","17,5","18,1",,,,,,,,,,,,,,,
IĞDIR,2025,IĞDIR,"28,7","28,5","28,9",,,,,,,,,,,,,,,
IĞDIR,2024,IĞDIR,"28,0","27,8","28,3",,,,,,,,,,,,,,,
IĞDIR,2023,IĞDIR,"27,6","27,5","27,7",,,,,,,,,,,,,,,
IĞDIR,2022,IĞDIR,"27,0","26,9","27,2",,,,,,,,,,,,,,,
