year,province,party,votes,seats
2011,Kırklareli,chp,119598,2
2011,Kırklareli,akp,62445,1
2011,Kırklareli,mhp,37638,0
2011,Kırklareli,dp,1708,0
2011,Kırklareli,dsp,928,0
2011,Kırklareli,sp,880,0
2011,Kırklareli,other,106,0
2011,Kırklareli,dyp,511,0
2011,Kırklareli,bbp,293,0
2011,Kırşehir,akp,65680,2
2011,Kırşehir,chp,29534,0
2011,Kırşehir,mhp,28729,0
2011,Kırşehir,other,0,0
2011,Kırşehir,sp,1127,0
2011,Kırşehir,bbp,1051,0
2011,Kırşehir,dp,715,0
2011,Kırşehir,dyp,299,0
2011,Kırşehir,dsp,271,0
2011,Kilis,akp,38967,2
2011,Kilis,mhp,13708,0
2011,Kilis,chp,9948,0
2011,Kilis,dp,830,0
2011,Kilis,sp,623,0
2011,Kilis,other,0,0
2011,Kilis,bbp,227,0
2011,Kilis,dyp,180,0
2011,Kilis,dsp,75,0
2011,Kocaeli,akp,504535,7
2011,Kocaeli,chp,235770,3
2011,Kocaeli,mhp,114304,1
2011,Kocaeli,sp,41870,0
2011,Kocaeli,other,0,0
2011,Kocaeli,dp,5995,0
2011,Kocaeli,bbp,5615,0
2011,Kocaeli,dsp,2414,0
2011,Kocaeli,dyp,1859,0
2011,Konya,akp,810396,11
2011,Konya,mhp,152633,2
2011,Konya,chp,118935,1
2011,Konya,sp,25328,0
2011,Konya,bbp,14747,0
2011,Konya,other,0,0
2011,Konya,dp,6734,0
2011,Konya,dsp,1970,0
2011,Konya,dyp,0,0
2011,Kütahya,akp,242125,4
2011,Kütahya,mhp,59334,1
2011,Kütahya,chp,46645,0
2011,Kütahya,sp,9292,0
2011,Kütahya,dp,6529,0
2011,Kütahya,other,0,0
2011,Kütahya,bbp,3264,0
2011,Kütahya,dsp,870,0
2011,Kütahya,dyp,0,0
2011,Malatya,akp,294645,5
2011,Malatya,chp,85646,1
2011,Malatya,mhp,35293,0
2011,Malatya,other,0,0
2011,Malatya,sp,3301,0
2011,Malatya,bbp,1980,0
2011,Malatya,dp,1378,0
2011,Malatya,dsp,348,0
2011,Malatya,dyp,291,0
2011,Manisa,akp,407234,5
2011,Manisa,chp,249482,3
2011,Manisa,mhp,146633,2
2011,Manisa,other,0,0
2011,Manisa,dp,10108,0
2011,Manisa,sp,5894,0
2011,Manisa,bbp,5468,0
2011,Manisa,dsp,2933,0
2011,Manisa,dyp,2898,0
2011,Mardin,akp,103402,3
2011,Mardin,other,0,0
2011,Mardin,chp,11953,0
2011,Mardin,bbp,2842,0
2011,Mardin,mhp,2041,0
2011,Mardin,sp,895,0
2011,Mardin,dp,845,0
2011,Mardin,dsp,658,0
2011,Mardin,dyp,0,0
2011,Mersin,akp,311050,4
2011,Mersin,chp,310714,4
2011,Mersin,mhp,224477,2
2011,Mersin,other,0,0
2011,Mersin,bbp,6954,0
2011,Mersin,dp,6392,0
2011,Mersin,sp,4863,0
2011,Mersin,dyp,2216,0
2011,Mersin,dsp,1852,0
2011,Muğla,chp,237488,3
2011,Muğla,akp,170223,2
2011,Muğla,mhp,84462,1
2011,Muğla,dp,8748,0
2011,Muğla,other,293,0
2011,Muğla,dyp,2015,0
2011,Muğla,sp,1770,0
2011,Muğla,dsp,1636,0
2011,Muğla,bbp,1482,0
2011,Muş,akp,73431,2
2011,Muş,other,0,0
2011,Muş,mhp,7517,0
2011,Muş,chp,7115,0
2011,Muş,bbp,2119,0
2011,Muş,sp,2038,0
2011,Muş,dp,711,0
2011,Muş,dsp,604,0
2011,Muş,dyp,258,0
2011,Nevşehir,akp,102384,3
2011,Nevşehir,mhp,31031,0
2011,Nevşehir,chp,27783,0
2011,Nevşehir,sp,2857,0
2011,Nevşehir,other,45,0
2011,Nevşehir,bbp,1571,0
2011,Nevşehir,dp,1198,0
2011,Nevşehir,dyp,347,0
2011,Nevşehir,dsp,252,0
2011,Niğde,akp,100380,2
2011,Niğde,chp,39774,1
2011,Niğde,mhp,35369,0
2011,Niğde,sp,2747,0
2011,Niğde,bbp,2145,0
2011,Niğde,other,0,0
2011,Niğde,dp,1202,0
2011,Niğde,dyp,444,0
2011,Niğde,dsp,255,0
2011,Ordu,akp,251319,5
2011,Ordu,chp,94353,1
2011,Ordu,mhp,48647,0
2011,Ordu,other,283,0
2011,Ordu,sp,3698,0
2011,Ordu,dp,2543,0
2011,Ordu,bbp,1760,0
2011,Ordu,dsp,1402,0
2011,Ordu,dyp,702,0
2011,Osmaniye,akp,115785,2
2011,Osmaniye,mhp,110708,2
2011,Osmaniye,chp,30877,0
2011,Osmaniye,sp,2021,0
2011,Osmaniye,other,0,0
2011,Osmaniye,bbp,1715,0
2011,Osmaniye,dp,1083,0
2011,Osmaniye,dyp,790,0
2011,Osmaniye,dsp,380,0
2011,Rize,akp,134549,3
2011,Rize,chp,33408,0
2011,Rize,mhp,14929,0
2011,Rize,sp,6241,0
2011,Rize,other,66,0
2011,Rize,dp,1142,0
2011,Rize,bbp,806,0
2011,Rize,dsp,348,0
2011,Rize,dyp,206,0
2011,Sakarya,akp,334823,5
2011,Sakarya,chp,88043,1
2011,Sakarya,mhp,81515,1
2011,Sakarya,sp,14619,0
2011,Sakarya,other,231,0
2011,Sakarya,dp,3237,0
2011,Sakarya,bbp,2144,0
2011,Sakarya,dyp,1152,0
2011,Sakarya,dsp,1127,0
2011,Samsun,akp,462067,6
2011,Samsun,chp,162718,2
2011,Samsun,mhp,84520,1
2011,Samsun,sp,11968,0
2011,Samsun,dp,7619,0
2011,Samsun,other,193,0
2011,Samsun,bbp,5002,0
2011,Samsun,dyp,1933,0
2011,Samsun,dsp,1859,0
2011,Siirt,akp,58623,2
2011,Siirt,other,0,0
2011,Siirt,chp,3520,0
2011,Siirt,bbp,1952,0
2011,Siirt,mhp,1433,0
2011,Siirt,dsp,1263,0
2011,Siirt,sp,911,0
2011,Siirt,dp,503,0
2011,Siirt,dyp,0,0
2011,Sinop,akp,69587,1
2011,Sinop,chp,39264,1
2011,Sinop,mhp,10486,0
2011,Sinop,sp,1445,0
2011,Sinop,other,0,0
2011,Sinop,dp,1000,0
2011,Sinop,dsp,538,0
2011,Sinop,bbp,402,0
2011,Sinop,dyp,326,0
2011,Sivas,akp,234505,4
2011,Sivas,chp,56534,1
2011,Sivas,mhp,36836,0
2011,Sivas,other,73,0
2011,Sivas,bbp,12869,0
2011,Sivas,sp,6473,0
2011,Sivas,dp,1048,0
2011,Sivas,dsp,527,0
2011,Sivas,dyp,363,0
2011,Şanlıurfa,akp,430453,10
2011,Şanlıurfa,other,0,0
2011,Şanlıurfa,mhp,22357,0
2011,Şanlıurfa,chp,21777,0
2011,Şanlıurfa,bbp,6220,0
2011,Şanlıurfa,sp,3382,0
2011,Şanlıurfa,dp,1743,0
2011,Şanlıurfa,dsp,700,0
2011,Şanlıurfa,dyp,598,0
2011,Şırnak,other,0,0
2011,Şırnak,akp,35714,1
2011,Şırnak,chp,5155,0
2011,Şırnak,mhp,2033,0
2011,Şırnak,bbp,1817,0
2011,Şırnak,dsp,852,0
2011,Şırnak,dp,491,0
2011,Şırnak,sp,256,0
2011,Şırnak,dyp,120,0
2011,Tekirdağ,chp,226824,3
2011,Tekirdağ,akp,183548,2
2011,Tekirdağ,mhp,68483,1
2011,Tekirdağ,other,231,0
2011,Tekirdağ,dp,3765,0
2011,Tekirdağ,sp,3373,0
2011,Tekirdağ,dsp,2998,0
2011,Tekirdağ,bbp,2333,0
2011,Tekirdağ,dyp,0,0
2011,Tokat,akp,202481,3
2011,Tokat,chp,85149,1
2011,Tokat,mhp,57257,1
2011,Tokat,sp,6267,0
2011,Tokat,bbp,3591,0
2011,Tokat,other,0,0
2011,Tokat,dp,2107,0
2011,Tokat,dyp,719,0
2011,Tokat,dsp,358,0
2011,Trabzon,akp,266605,4
2011,Trabzon,chp,83198,1
2011,Trabzon,mhp,69500,1
2011,Trabzon,sp,15841,0
2011,Trabzon,other,213,0
2011,Trabzon,dp,4759,0
2011,Trabzon,bbp,1934,0
2011,Trabzon,dyp,923,0
2011,Trabzon,dsp,720,0
2011,Tunceli,chp,26804,2
2011,Tunceli,other,0,0
2011,Tunceli,akp,7339,0
2011,Tunceli,mhp,992,0
2011,Tunceli,bbp,322,0
2011,Tunceli,dp,212,0
2011,Tunceli,dsp,142,0
2011,Tunceli,sp,71,0
2011,Tunceli,dyp,29,0
2011,Uşak,akp,110931,2
2011,Uşak,chp,66387,1
2011,Uşak,mhp,36394,0
2011,Uşak,sp,2682,0
2011,Uşak,dp,1612,0
2011,Uşak,other,0,0
2011,Uşak,bbp,881,0
2011,Uşak,dsp,664,0
2011,Uşak,dyp,460,0
2011,Van,other,0,0
2011,Van,akp,171753,4
2011,Van,chp,16044,0
2011,Van,mhp,12737,0
2011,Van,bbp,5383,0
2011,Van,sp,1981,0
2011,Van,dp,1852,0
2011,Van,dsp,1269,0
2011,Van,dyp,0,0
2011,Yalova,akp,59175,1
2011,Yalova,chp,40975,1
2011,Yalova,mhp,13112,0
2011,Yalova,other,50,0
2011,Yalova,sp,1942,0
2011,Yalova,bbp,938,0
2011,Yalova,dp,882,0
2011,Yalova,dsp,350,0
2011,Yalova,dyp,194,0
2011,Yozgat,akp,170919,3
2011,Yozgat,mhp,47062,1
2011,Yozgat,chp,28166,0
2011,Yozgat,bbp,3205,0
2011,Yozgat,sp,2806,0
2011,Yozgat,other,0,0
2011,Yozgat,dp,1091,0
2011,Yozgat,dyp,405,0
2011,Yozgat,dsp,253,0
2011,Zonguldak,akp,184346,3
2011,Zonguldak,chp,146342,2
2011,Zonguldak,mhp,24633,0
2011,Zonguldak,other,0,0
2011,Zonguldak,sp,8014,0
2011,Zonguldak,dp,2924,0
2011,Zonguldak,dsp,2618,0
2011,Zonguldak,bbp,2289,0
2011,Zonguldak,dyp,860,0
