province,c0,c1,c2,c3,c4,c5,c6,c7,c8,c9,c10,c11,c12,c13,c14,c15,c16,c17,c18,c19
BOLU,2010,BOLU,217.183,106.313,110.870,49.244,27.680,21.564,146.863,73.598,73.265,4.983,2.230,2.753,16.093,2.805,13.288,0,0,0
BOLU,2009,BOLU,217.182,107.484,109.698,50.533,29.237,21.296,146.197,73.378,72.819,4.629,2.096,2.533,15.823,2.773,13.050,0,0,0
BOLU,2008,BOLU,214.072,106.009,108.063,49.332,28.692,20.640,144.782,72.586,72.196,4.397,1.980,2.417,15.561,2.751,12.810,0,0,0
BURDUR,2025,BURDUR,235.051,118.024,117.027,60.805,36.060,24.745,144.693,73.551,71.142,11.303,5.746,5.557,18.250,2.667,15.583,0,0,0
BURDUR,2024,BURDUR,232.583,115.709,116.874,58.089,33.762,24.327,145.702,73.934,71.768,10.691,5.369,5.322,18.101,2.644,15.457,0,0,0
BURDUR,2023,BURDUR,233.087,115.638,117.449,58.793,34.283,24.510,146.243,73.767,72.476,10.031,4.963,5.068,18.020,2.625,15.395,0,0,0
BURDUR,2022,BURDUR,229.711,113.848,115.863,57.797,33.657,24.140,144.887,73.150,71.737,9.197,4.486,4.711,17.830,2.555,15.275,0,0,0
BURDUR,2021,BURDUR,229.036,114.330,114.706,58.239,34.685,23.554,144.418,72.875,71.543,8.679,4.246,4.433,17.700,2.524,15.176,0,0,0
BURDUR,2020,BURDUR,218.467,108.793,109.674,51.246,30.994,20.252,141.822,71.407,70.415,7.998,3.893,4.105,17.401,2.499,14.902,0,0,0
BURDUR,2019,BURDUR,221.748,110.914,110.834,54.314,32.650,21.664,142.664,72.097,70.567,7.689,3.721,3.968,17.081,2.446,14.635,0,0,0
BURDUR,2018,BURDUR,220.688,109.711,110.977,53.493,31.688,21.805,142.794,72.016,70.778,7.409,3.562,3.847,16.992,2.445,14.547,0,0,0
BURDUR,2017,BURDUR,217.048,108.360,108.688,52.108,31.429,20.679,141.056,71.138,69.918,7.058,3.393,3.665,16.826,2.400,14.426,0,0,0
BURDUR,2016,BURDUR,212.987,104.994,107.993,48.783,28.449,20.334,140.653,70.829,69.824,6.870,3.305,3.565,16.681,2.411,14.270,0,0,0
BURDUR,2015,BURDUR,209.933,103.019,106.914,46.665,27.055,19.610,139.975,70.349,69.626,6.695,3.209,3.486,16.598,2.406,14.192,0,0,0
BURDUR,2014,BURDUR,208.228,102.029,106.199,45.034,26.110,18.924,140.301,70.514,69.787,6.387,3.015,3.372,16.506,2.390,14.116,0,0,0
BURDUR,2013,BURDUR,208.261,101.853,106.408,45.464,26.230,19.234,140.233,70.443,69.790,6.191,2.868,3.323,16.373,2.312,14.061,0,0,0
BURDUR,2012,BURDUR,205.058,100.000,105.058,43.209,24.892,18.317,139.671,70.079,69.592,5.985,2.753,3.232,16.193,2.276,13.917,0,0,0
BURDUR,2011,BURDUR,200.936,98.560,102.376,39.667,23.636,16.031,139.472,69.959,69.513,5.783,2.666,3.117,16.014,2.299,13.715,0,0,0
BURDUR,2010,BURDUR,208.676,106.600,102.076,47.585,31.472,16.113,139.758,70.370,69.388,5.536,2.510,3.026,15.797,2.248,13.549,0,0,0
BURDUR,2009,BURDUR,201.021,100.004,101.017,41.538,25.894,15.644,138.768,69.601,69.167,5.195,2.335,2.860,15.520,2.174,13.346,0,0,0
BURDUR,2008,BURDUR,196.406,95.931,100.475,38.229,22.620,15.609,137.993,69.034,68.959,4.989,2.173,2.816,15.195,2.104,13.091,0,0,0
BURSA,2025,BURSA,2.629.091,1.302.395,1.326.696,674.302,391.202,283.100,1.659.108,827.962,831.146,137.767,59.823,77.944,157.914,23.408,134.506,0,0,0
BURSA,2024,BURSA,2.593.898,1.285.286,1.308.612,661.707,384.429,277.278,1.647.247,821.758,825.489,129.772,56.177,73.595,155.172,22.922,132.250,0,0,0
BURSA,2023,BURSA,2.558.788,1.268.496,1.290.292,648.877,378.050,270.827,1.633.937,814.695,819.242,123.467,53.386,70.081,152.507,22.365,130.142,0,0,0
BURSA,2022,BURSA,2.530.248,1.254.002,1.276.246,640.608,372.094,268.514,1.622.844,809.511,813.333,117.045,50.496,66.549,149.751,21.901,127.850,0,0,0
BURSA,2021,BURSA,2.483.101,1.231.827,1.251.274,624.386,363.056,261.330,1.601.309,799.425,801.884,110.286,47.728,62.558,147.120,21.618,125.502,0,0,0
BURSA,2020,BURSA,2.403.119,1.192.376,1.210.743,597.052,346.573,250.479,1.561.560,780.973,780.587,102.529,44.264,58.265,141.978,20.566,121.412,0,0,0
BURSA,2019,BURSA,2.355.278,1.171.027,1.184.251,568.064,333.563,234.501,1.551.526,775.507,776.019,97.496,41.800,55.696,138.192,20.157,118.035,0,0,0
BURSA,2018,BURSA,2.303.469,1.143.465,1.160.004,548.025,320.705,227.320,1.528.028,763.674,764.354,92.142,39.395,52.747,135.274,19.691,115.583,0,0,0
BURSA,2017,BURSA,2.274.016,1.129.699,1.144.317,540.757,316.692,224.065,1.513.130,756.449,756.681,87.055,37.140,49.915,133.074,19.418,113.656,0,0,0
BURSA,2016,BURSA,2.237.380,1.113.016,1.124.364,534.478,314.076,220.402,1.488.944,744.524,744.420,83.048,35.320,47.728,130.910,19.096,111.814,0,0,0
BURSA,2015,BURSA,2.194.481,1.090.660,1.103.821,522.797,306.224,216.573,1.464.569,732.283,732.286,78.567,33.290,45.277,128.548,18.863,109.685,0,0,0
BURSA,2014,BURSA,2.151.552,1.067.689,1.083.863,512.798,298.566,214.232,1.438.966,719.448,719.518,73.832,31.165,42.667,125.956,18.510,107.446,0,0,0
BURSA,2013,BURSA,2.114.116,1.049.633,1.064.483,506.321,295.325,210.996,1.414.874,707.155,707.719,68.752,28.888,39.864,124.169,18.265,105.904,0,0,0
BURSA,2012,BURSA,2.074.845,1.028.429,1.046.416,495.740,287.272,208.468,1.392.648,696.132,696.516,64.362,26.979,37.383,122.095,18.046,104.049,0,0,0
BURSA,2011,BURSA,2.043.659,1.012.934,1.030.725,494.529,285.716,208.813,1.369.951,684.811,685.140,59.385,24.675,34.710,119.794,17.732,102.062,0,0,0
BURSA,2010,BURSA,1.999.865,988.993,1.010.872,485.195,277.952,207.243,1.343.625,671.540,672.085,54.333,22.210,32.123,116.712,17.291,99.421,0,0,0
BURSA,2009,BURSA,1.951.303,965.550,985.753,473.541,271.533,202.008,1.314.742,657.160,657.582,49.459,19.951,29.508,113.561,16.906,96.655,0,0,0
BURSA,2008,BURSA,1.914.474,948.153,966.321,465.796,267.347,198.449,1.291.140,645.458,645.682,46.582,18.907,27.675,110.951,16.440,94.511,5,1,4
ÇANAKKALE,2025,ÇANAKKALE,489.397,240.999,248.398,116.038,67.262,48.776,304.067,153.251,150.816,29.421,14.250,15.171,39.871,6.236,33.635,0,0,0
ÇANAKKALE,2024,ÇANAKKALE,483.258,237.870,245.388,112.845,65.466,47.379,303.135,152.709,150.426,27.887,13.522,14.365,39.391,6.173,33.218,0,0,0
ÇANAKKALE,2023,ÇANAKKALE,483.824,240.844,242.980,116.633,69.978,46.655,301.774,151.921,149.853,26.546,12.883,13.663,38.871,6.062,32.809,0,0,0
ÇANAKKALE,2022,ÇANAKKALE,472.766,234.962,237.804,112.220,66.820,45.400,297.725,150.117,147.608,24.793,12.118,12.675,38.028,5.907,32.121,0,0,0
ÇANAKKALE,2021,ÇANAKKALE,470.356,235.597,234.759,114.212,69.396,44.816,295.867,149.258,146.609,22.773,11.090,11.683,37.504,5.853,31.651,0,0,0
ÇANAKKALE,2020,ÇANAKKALE,450.254,224.734,225.520,101.130,61.596,39.534,291.621,147.185,144.436,20.955,10.229,10.726,36.548,5.724,30.824,0,0,0
ÇANAKKALE,2019,ÇANAKKALE,449.436,224.306,225.130,104.523,63.079,41.444,289.252,145.957,143.295,19.876,9.729,10.147,35.785,5.541,30.244,0,0,0
ÇANAKKALE,2018,ÇANAKKALE,449.213,225.985,223.228,106.513,65.708,40.805,288.557,145.561,142.996,18.684,9.155,9.529,35.459,5.561,29.898,0,0,0
ÇANAKKALE,2017,ÇANAKKALE,441.952,223.424,218.528,105.844,66.098,39.746,283.732,143.145,140.587,17.504,8.636,8.868,34.872,5.545,29.327,0,0,0
ÇANAKKALE,2016,ÇANAKKALE,432.655,216.894,215.761,100.934,61.860,39.074,280.564,141.291,139.273,16.599,8.175,8.424,34.558,5.568,28.990,0,0,0
ÇANAKKALE,2015,ÇANAKKALE,429.092,216.437,212.655,101.546,63.360,38.186,277.769,139.845,137.924,15.561,7.729,7.832,34.216,5.503,28.713,0,0,0
ÇANAKKALE,2014,ÇANAKKALE,428.542,216.920,211.622,102.768,64.629,38.139,277.388,139.636,137.752,14.453,7.203,7.250,33.933,5.452,28.481,0,0,0
ÇANAKKALE,2013,ÇANAKKALE,419.389,212.227,207.162,99.882,62.625,37.257,272.950,137.523,135.427,13.402,6.715,6.687,33.155,5.364,27.791,0,0,0
ÇANAKKALE,2012,ÇANAKKALE,411.499,208.493,203.006,96.216,60.809,35.407,269.939,135.925,134.014,12.735,6.389,6.346,32.609,5.370,27.239,0,0,0
ÇANAKKALE,2011,ÇANAKKALE,403.915,206.823,197.092,92.181,60.665,31.516,267.615,134.802,132.813,12.012,5.998,6.014,32.107,5.358,26.749,0,0,0
ÇANAKKALE,2010,ÇANAKKALE,407.745,212.192,195.553,98.742,67.035,31.707,266.259,134.264,131.995,11.153,5.544,5.609,31.591,5.349,26.242,0,0,0
ÇANAKKALE,2009,ÇANAKKALE,394.608,201.012,193.596,89.845,57.982,31.863,263.538,132.654,130.884,10.260,5.090,5.170,30.965,5.286,25.679,0,0,0
ÇANAKKALE,2008,ÇANAKKALE,391.793,199.738,192.055,90.264,58.226,32.038,261.453,131.495,129.958,9.618,4.794,4.824,30.458,5.223,25.235,0,0,0
ÇANKIRI,2025,ÇANKIRI,168.351,84.057,84.294,40.187,22.346,17.841,108.391,55.941,52.450,6.195,3.283,2.912,13.578,2.487,11.091,0,0,0
ÇANKIRI,2024,ÇANKIRI,167.490,83.688,83.802,39.545,22.212,17.333,108.546,55.977,52.569,5.835,3.082,2.753,13.564,2.417,11.147,0,0,0
ÇANKIRI,2023,ÇANKIRI,171.406,85.515,85.891,40.023,22.553,17.470,112.123,57.573,54.550,5.587,2.933,2.654,13.673,2.456,11.217,0,0,0
ÇANKIRI,2022,ÇANKIRI,162.288,81.347,80.941,38.552,22.014,16.538,105.273,54.239,51.034,5.199,2.739,2.460,13.264,2.355,10.909,0,0,0
ÇANKIRI,2021,ÇANKIRI,162.211,81.670,80.541,38.675,22.464,16.211,105.279,54.128,51.151,4.991,2.672,2.319,13.266,2.406,10.860,0,0,0
ÇANKIRI,2020,ÇANKIRI,154.149,77.209,76.940,33.827,19.618,14.209,102.673,52.762,49.911,4.626,2.482,2.144,13.023,2.347,10.676,0,0,0
ÇANKIRI,2019,ÇANKIRI,156.878,78.490,78.388,34.887,20.108,14.779,104.549,53.597,50.952,4.568,2.433,2.135,12.874,2.352,10.522,0,0,0
ÇANKIRI,2018,ÇANKIRI,173.771,87.600,86.171,39.064,22.922,16.142,116.903,59.895,57.008,4.589,2.365,2.224,13.215,2.418,10.797,0,0,0
ÇANKIRI,2017,ÇANKIRI,148.962,74.459,74.503,34.013,19.625,14.388,98.990,50.616,48.374,3.785,1.927,1.858,12.174,2.291,9.883,0,0,0
ÇANKIRI,2016,ÇANKIRI,147.015,72.884,74.131,32.799,18.572,14.227,98.476,50.177,48.299,3.604,1.832,1.772,12.136,2.303,9.833,0,0,0
ÇANKIRI,2015,ÇANKIRI,145.765,72.266,73.499,32.303,18.567,13.736,97.881,49.636,48.245,3.495,1.771,1.724,12.086,2.292,9.794,0,0,0
ÇANKIRI,2014,ÇANKIRI,148.650,73.943,74.707,32.874,19.156,13.718,100.243,50.742,49.501,3.398,1.740,1.658,12.135,2.305,9.830,0,0,0
ÇANKIRI,2013,ÇANKIRI,154.032,76.680,77.352,34.482,20.149,14.333,103.991,52.505,51.486,3.396,1.676,1.720,12.163,2.350,9.813,0,0,0
ÇANKIRI,2012,ÇANKIRI,147.687,73.596,74.091,32.924,19.387,13.537,99.920,50.435,49.485,3.097,1.508,1.589,11.746,2.266,9.480,0,0,0
ÇANKIRI,2011,ÇANKIRI,141.207,70.075,71.132,30.481,17.898,12.583,96.278,48.480,47.798,2.970,1.437,1.533,11.478,2.260,9.218,0,0,0
ÇANKIRI,2010,ÇANKIRI,141.779,70.189,71.590,29.836,17.482,12.354,97.574,49.044,48.530,2.888,1.375,1.513,11.481,2.288,9.193,0,0,0
ÇANKIRI,2009,ÇANKIRI,146.050,72.770,73.280,30.804,18.223,12.581,100.882,50.865,50.017,2.861,1.352,1.509,11.503,2.330,9.173,0,0,0
ÇANKIRI,2008,ÇANKIRI,138.185,68.564,69.621,29.679,17.739,11.940,94.849,47.433,47.416,2.632,1.177,1.455,11.025,2.215,8.810,0,0,0
ÇORUM,2025,ÇORUM,433.483,213.862,219.621,97.513,56.276,41.237,280.606,141.816,138.790,19.708,10.127,9.581,35.656,5.643,30.013,0,0,0
ÇORUM,2024,ÇORUM,432.527,213.414,219.113,95.846,55.498,40.348,282.419,142.619,139.800,18.837,9.592,9.245,35.425,5.705,29.720,0,0,0
ÇORUM,2023,ÇORUM,435.108,213.945,221.163,95.302,54.901,40.401,286.776,144.516,142.260,17.562,8.771,8.791,35.468,5.757,29.711,0,0,0
ÇORUM,2022,ÇORUM,429.025,211.470,217.555,94.725,54.879,39.846,282.814,142.687,140.127,16.299,8.157,8.142,35.187,5.747,29.440,0,0,0
ÇORUM,2021,ÇORUM,428.396,211.018,217.378,94.897,55.081,39.816,283.197,142.667,140.530,15.121,7.449,7.672,35.181,5.821,29.360,0,0,0
ÇORUM,2020,ÇORUM,422.058,207.321,214.737,93.264,53.582,39.682,280.435,141.299,139.136,13.685,6.650,7.035,34.674,5.790,28.884,0,0,0
ÇORUM,2019,ÇORUM,420.099,206.791,213.308,90.601,52.523,38.078,282.254,142.139,140.115,13.140,6.400,6.740,34.104,5.729,28.375,0,0,0
ÇORUM,2018,ÇORUM,421.978,206.955,215.023,90.678,52.135,38.543,285.064,143.241,141.823,12.380,5.908,6.472,33.856,5.671,28.185,0,0,0
ÇORUM,2017,ÇORUM,415.070,203.404,211.666,89.157,51.200,37.957,280.609,140.916,139.693,11.792,5.604,6.188,33.512,5.684,27.828,0,0,0
ÇORUM,2016,ÇORUM,415.439,203.895,211.544,89.394,51.691,37.703,281.231,141.092,140.139,11.411,5.418,5.993,33.403,5.694,27.709,0,0,0
ÇORUM,2015,ÇORUM,414.384,203.237,211.147,88.764,51.335,37.429,281.418,140.999,140.419,11.086,5.212,5.874,33.116,5.691,27.425,0,0,0
ÇORUM,2014,ÇORUM,415.841,204.199,211.642,89.290,51.777,37.513,283.157,141.813,141.344,10.513,4.871,5.642,32.881,5.738,27.143,0,0,0
ÇORUM,2013,ÇORUM,417.216,205.164,212.052,89.044,51.927,37.117,285.355,142.771,142.584,10.236,4.709,5.527,32.581,5.757,26.824,0,0,0
ÇORUM,2012,ÇORUM,412.971,202.384,210.587,86.089,49.752,36.337,285.151,142.533,142.618,9.613,4.421,5.192,32.118,5.678,26.440,0,0,0
ÇORUM,2011,ÇORUM,414.463,203.732,210.731,87.622,51.002,36.620,285.648,142.745,142.903,9.489,4.303,5.186,31.704,5.682,26.022,0,0,0
ÇORUM,2010,ÇORUM,412.281,201.784,210.497,86.033,49.381,36.652,286.061,142.749,143.312,8.940,3.985,4.955,31.247,5.669,25.578,0,0,0
ÇORUM,2009,ÇORUM,413.983,203.642,210.341,88.203,51.332,36.871,286.783,143.029,143.754,8.338,3.636,4.702,30.659,5.645,25.014,0,0,0
ÇORUM,2008,ÇORUM,415.408,203.553,211.855,89.143,51.175,37.968,288.017,143.302,144.715,8.157,3.534,4.623,30.090,5.541,24.549,1,1,0
DENİZLİ,2025,DENİZLİ,872.780,430.250,442.530,211.088,123.028,88.060,547.857,273.587,274.270,55.425,25.314,30.111,58.410,8.321,50.089,0,0,0
DENİZLİ,2024,DENİZLİ,868.067,428.271,439.796,209.305,122.295,87.010,548.818,274.034,274.784,52.253,23.743,28.510,57.691,8.199,49.492,0,0,0
DENİZLİ,2023,DENİZLİ,861.333,425.397,435.936,206.116,121.117,84.999,548.494,273.737,274.757,49.854,22.558,27.296,56.869,7.985,48.884,0,0,0
DENİZLİ,2022,DENİZLİ,855.246,422.260,432.986,204.865,120.248,84.617,546.253,272.629,273.624,48.052,21.566,26.486,56.076,7.817,48.259,0,0,0
DENİZLİ,2021,DENİZLİ,847.373,419.139,428.234,202.713,119.318,83.395,544.288,271.854,272.434,45.116,20.263,24.853,55.256,7.704,47.552,0,0,0
DENİZLİ,2020,DENİZLİ,825.320,408.465,416.855,194.587,114.690,79.897,534.851,267.489,267.362,42.014,18.865,23.149,53.868,7.421,46.447,0,0,0
DENİZLİ,2019,DENİZLİ,819.254,406.122,413.132,190.317,112.813,77.504,536.185,268.089,268.096,40.230,18.038,22.192,52.522,7.182,45.340,0,0,0
DENİZLİ,2018,DENİZLİ,812.023,401.467,410.556,187.796,110.579,77.217,534.733,267.194,267.539,37.684,16.722,20.962,51.810,6.972,44.838,0,0,0
DENİZLİ,2017,DENİZLİ,804.889,397.741,407.148,186.142,109.447,76.695,531.606,265.628,265.978,36.065,15.872,20.193,51.076,6.794,44.282,0,0,0
DENİZLİ,2016,DENİZLİ,793.136,391.266,401.870,181.955,106.753,75.202,526.603,262.942,263.661,34.334,14.945,19.389,50.244,6.626,43.618,0,0,0
DENİZLİ,2015,DENİZLİ,781.936,386.468,395.468,178.385,105.614,72.771,521.374,260.255,261.119,32.767,14.145,18.622,49.410,6.454,42.956,0,0,0
DENİZLİ,2014,DENİZLİ,768.889,380.346,388.543,173.555,102.957,70.598,515.500,257.547,257.953,31.264,13.542,17.722,48.570,6.300,42.270,0,0,0
DENİZLİ,2013,DENİZLİ,755.338,373.493,381.845,169.282,100.476,68.806,508.697,254.179,254.518,29.638,12.721,16.917,47.721,6.117,41.604,0,0,0
DENİZLİ,2012,DENİZLİ,743.142,366.716,376.426,164.243,97.003,67.240,503.847,251.764,252.083,28.102,12.015,16.087,46.950,5.934,41.016,0,0,0
DENİZLİ,2011,DENİZLİ,734.010,363.362,370.648,160.552,95.942,64.610,500.832,250.412,250.420,26.463,11.227,15.236,46.163,5.781,40.382,0,0,0
DENİZLİ,2010,DENİZLİ,722.159,356.430,365.729,156.141,92.528,63.613,496.033,247.830,248.203,24.826,10.419,14.407,45.159,5.653,39.506,0,0,0
DENİZLİ,2009,DENİZLİ,715.297,354.688,360.609,156.032,93.552,62.480,492.213,246.080,246.133,22.947,9.592,13.355,44.105,5.464,38.641,0,0,0
DENİZLİ,2008,DENİZLİ,705.986,350.068,355.918,152.029,91.346,60.683,489.184,244.466,244.718,21.485,8.929,12.556,43.288,5.327,37.961,0,0,0
DİYARBAKIR,2025,DİYARBAKIR,1.301.312,653.491,647.821,478.793,261.120,217.673,748.487,373.402,375.085,26.490,11.545,14.945,47.542,7.424,40.118,0,0,0
DİYARBAKIR,2024,DİYARBAKIR,1.275.839,640.642,635.197,468.281,255.562,212.719,736.856,367.463,369.393,24.135,10.377,13.758,46.567,7.240,39.327,0,0,0
DİYARBAKIR,2023,DİYARBAKIR,1.254.800,630.394,624.406,461.909,251.861,210.048,725.654,362.209,363.445,21.818,9.322,12.496,45.419,7.002,38.417,0,0,0
DİYARBAKIR,2022,DİYARBAKIR,1.233.198,617.731,615.467,452.438,245.503,206.935,716.298,357.026,359.272,19.892,8.389,11.503,44.570,6.813,37.757,0,0,0
DİYARBAKIR,2021,DİYARBAKIR,1.214.847,608.935,605.912,448.717,243.695,205.022,704.576,351.118,353.458,17.743,7.408,10.335,43.811,6.714,37.097,0,0,0
DİYARBAKIR,2020,DİYARBAKIR,1.202.902,601.933,600.969,449.694,242.765,206.929,694.841,346.360,348.481,15.662,6.455,9.207,42.705,6.353,36.352,0,0,0
DİYARBAKIR,2019,DİYARBAKIR,1.174.221,587.935,586.286,432.008,234.029,197.979,686.499,341.993,344.506,14.531,5.926,8.605,41.183,5.987,35.196,0,0,0
DİYARBAKIR,2018,DİYARBAKIR,1.152.283,578.172,574.111,426.402,232.151,194.251,672.543,334.907,337.636,13.062,5.296,7.766,40.276,5.818,34.458,0,0,0
DİYARBAKIR,2017,DİYARBAKIR,1.124.887,562.695,562.192,417.998,226.148,191.850,655.566,326.137,329.429,11.925,4.756,7.169,39.398,5.654,33.744,0,0,0
DİYARBAKIR,2016,DİYARBAKIR,1.103.358,552.335,551.023,415.937,224.987,190.950,637.621,317.437,320.184,11.139,4.413,6.726,38.661,5.498,33.163,0,0,0
DİYARBAKIR,2015,DİYARBAKIR,1.084.089,542.514,541.575,412.718,222.746,189.972,622.551,310.098,312.453,10.829,4.319,6.510,37.991,5.351,32.640,0,0,0
DİYARBAKIR,2014,DİYARBAKIR,1.064.084,531.869,532.215,406.625,218.933,187.692,609.986,303.673,306.313,10.230,4.081,6.149,37.243,5.182,32.061,0,0,0
DİYARBAKIR,2013,DİYARBAKIR,1.038.217,518.381,519.836,399.359,214.461,184.898,593.210,295.236,297.974,9.418,3.733,5.685,36.230,4.951,31.279,0,0,0
DİYARBAKIR,2012,DİYARBAKIR,1.022.918,513.544,509.374,400.879,217.466,183.413,577.850,287.801,290.049,8.795,3.502,5.293,35.394,4.775,30.619,0,0,0
DİYARBAKIR,2011,DİYARBAKIR,1.002.976,505.000,497.976,398.569,216.870,181.699,562.103,280.264,281.839,8.033,3.213,4.820,34.271,4.653,29.618,0,0,0
DİYARBAKIR,2010,DİYARBAKIR,963.369,477.630,485.739,378.459,199.139,179.320,544.258,271.029,273.229,7.506,3.018,4.488,33.146,4.444,28.702,0,0,0
DİYARBAKIR,2009,DİYARBAKIR,950.407,478.363,472.044,383.125,207.254,175.871,528.540,264.106,264.434,6.863,2.764,4.099,31.879,4.239,27.640,0,0,0
DİYARBAKIR,2008,DİYARBAKIR,934.218,470.505,463.713,384.925,207.857,177.068,512.193,256.014,256.179,6.496,2.652,3.844,30.604,3.982,26.622,0,0,0
DÜZCE,2025,DÜZCE,337.746,167.765,169.981,89.618,50.995,38.623,209.135,105.244,103.891,16.810,8.189,8.621,22.183,3.337,18.846,0,0,0
DÜZCE,2024,DÜZCE,333.409,165.564,167.845,88.600,50.386,38.214,207.338,104.300,103.038,15.733,7.636,8.097,21.738,3.242,18.496,0,0,0
DÜZCE,2023,DÜZCE,329.659,163.708,165.951,87.679,49.919,37.760,205.622,103.374,102.248,14.944,7.271,7.673,21.414,3.144,18.270,0,0,0
DÜZCE,2022,DÜZCE,324.415,161.666,162.749,86.775,49.856,36.919,202.704,101.996,100.708,14.037,6.810,7.227,20.899,3.004,17.895,0,0,0
DÜZCE,2021,DÜZCE,319.448,158.864,160.584,85.160,48.666,36.494,200.778,100.957,99.821,13.005,6.277,6.728,20.505,2.964,17.541,0,0,0
DÜZCE,2020,DÜZCE,309.824,153.978,155.846,82.584,47.077,35.507,195.454,98.311,97.143,11.848,5.707,6.141,19.938,2.883,17.055,0,0,0
DÜZCE,2019,DÜZCE,306.298,152.446,153.852,81.976,46.851,35.125,193.462,97.270,96.192,11.369,5.507,5.862,19.491,2.818,16.673,0,0,0
DÜZCE,2018,DÜZCE,302.399,150.296,152.103,80.619,45.864,34.755,192.070,96.557,95.513,10.540,5.086,5.454,19.170,2.789,16.381,0,0,0
DÜZCE,2017,DÜZCE,295.282,146.852,148.430,78.263,44.715,33.548,188.392,94.652,93.740,9.883,4.719,5.164,18.744,2.766,15.978,0,0,0
DÜZCE,2016,DÜZCE,289.091,144.295,144.796,76.145,44.133,32.012,185.187,92.959,92.228,9.325,4.472,4.853,18.434,2.731,15.703,0,0,0
DÜZCE,2015,DÜZCE,280.714,140.574,140.140,71.771,42.404,29.367,181.743,91.093,90.650,9.111,4.369,4.742,18.089,2.708,15.381,0,0,0
DÜZCE,2014,DÜZCE,275.623,137.620,138.003,69.792,40.998,28.794,179.598,89.952,89.646,8.441,3.995,4.446,17.792,2.675,15.117,0,0,0
DÜZCE,2013,DÜZCE,271.394,135.215,136.179,68.434,40.209,28.225,177.841,88.894,88.947,7.672,3.538,4.134,17.447,2.574,14.873,0,0,0
DÜZCE,2012,DÜZCE,266.558,132.501,134.057,66.894,39.086,27.808,175.327,87.596,87.731,7.122,3.272,3.850,17.215,2.547,14.668,0,0,0
DÜZCE,2011,DÜZCE,261.644,129.340,132.304,64.611,37.216,27.395,173.270,86.511,86.759,6.794,3.072,3.722,16.969,2.541,14.428,0,0,0
DÜZCE,2010,DÜZCE,257.073,126.726,130.347,62.926,35.911,27.015,171.215,85.457,85.758,6.351,2.871,3.480,16.581,2.487,14.094,0,0,0
DÜZCE,2009,DÜZCE,253.764,126.198,127.566,63.221,36.901,26.320,168.499,84.222,84.277,5.869,2.626,3.243,16.175,2.449,13.726,0,0,0
DÜZCE,2008,DÜZCE,247.571,122.397,125.174,60.733,34.880,25.853,165.470,82.633,82.837,5.559,2.476,3.083,15.807,2.408,13.399,2,0,2
EDİRNE,2025,EDİRNE,363.574,182.054,181.520,92.210,54.864,37.346,219.906,111.392,108.514,20.270,10.516,9.754,31.188,5.282,25.906,0,0,0
EDİRNE,2024,EDİRNE,361.496,180.847,180.649,91.502,54.489,37.013,219.856,111.254,108.602,19.257,9.921,9.336,30.881,5.183,25.698,0,0,0
EDİRNE,2023,EDİRNE,359.441,179.524,179.917,90.725,54.059,36.666,220.050,111.081,108.969,18.219,9.325,8.894,30.447,5.059,25.388,0,0,0
EDİRNE,2022,EDİRNE,354.102,177.086,177.016,88.809,53.092,35.717,218.135,110.202,107.933,17.160,8.800,8.360,29.998,4.992,25.006,0,0,0
EDİRNE,2021,EDİRNE,351.276,176.483,174.793,88.737,53.998,34.739,216.802,109.407,107.395,16.056,8.185,7.871,29.681,4.893,24.788,0,0,0
EDİRNE,2020,EDİRNE,341.364,171.854,169.510,81.947,50.969,30.978,215.386,108.627,106.759,14.911,7.509,7.402,29.120,4.749,24.371,0,0,0
EDİRNE,2019,EDİRNE,347.375,176.424,170.951,87.634,54.726,32.908,216.610,109.598,107.012,14.492,7.436,7.056,28.639,4.664,23.975,0,0,0
EDİRNE,2018,EDİRNE,346.715,176.364,170.351,86.902,54.570,32.332,217.672,110.093,107.579,13.770,7.066,6.704,28.371,4.635,23.736,0,0,0
EDİRNE,2017,EDİRNE,343.062,173.775,169.287,85.942,53.534,32.408,216.048,109.038,107.010,13.004,6.610,6.394,28.068,4.593,23.475,0,0,0
EDİRNE,2016,EDİRNE,337.508,171.011,166.497,82.034,51.814,30.220,215.445,108.488,106.957,12.262,6.187,6.075,27.767,4.522,23.245,0,0,0
EDİRNE,2015,EDİRNE,337.930,170.399,167.531,83.524,51.716,31.808,215.298,108.344,106.954,11.613,5.844,5.769,27.495,4.495,23.000,0,0,0
EDİRNE,2014,EDİRNE,335.834,169.968,165.866,81.874,51.314,30.560,215.821,108.639,107.182,10.924,5.540,5.384,27.215,4.475,22.740,0,0,0
EDİRNE,2013,EDİRNE,333.416,168.157,165.259,80.920,50.102,30.818,215.343,108.394,106.949,10.326,5.257,5.069,26.827,4.404,22.423,0,0,0
EDİRNE,2012,EDİRNE,333.866,169.861,164.005,82.335,52.249,30.086,215.159,108.280,106.879,9.883,5.000,4.883,26.489,4.332,22.157,0,0,0
EDİRNE,2011,EDİRNE,332.477,170.019,162.458,81.527,52.575,28.952,215.001,108.171,106.830,9.701,4.921,4.780,26.248,4.352,21.896,0,0,0
EDİRNE,2010,EDİRNE,323.268,161.791,161.477,74.432,45.577,28.855,213.719,107.248,106.471,9.218,4.641,4.577,25.899,4.325,21.574,0,0,0
