year,province,party,votes,seats
2018,Kocaeli,other,2111,0
2018,Konya,akp,804146,10
2018,Konya,mhp,209722,2
2018,Konya,chp,130962,2
2018,Konya,iyi,121356,1
2018,Konya,sp,31614,0
2018,Konya,dem,50266,0
2018,Konya,hudapar,2838,0
2018,Konya,other,2105,0
2018,Kütahya,akp,213353,3
2018,Kütahya,mhp,71847,1
2018,Kütahya,chp,49250,1
2018,Kütahya,iyi,41281,0
2018,Kütahya,sp,6984,0
2018,Kütahya,dem,4701,0
2018,Malatya,akp,265833,4
2018,Malatya,mhp,79588,1
2018,Malatya,chp,82651,1
2018,Malatya,iyi,21056,0
2018,Malatya,sp,7400,0
2018,Malatya,dem,34647,0
2018,Malatya,hudapar,1638,0
2018,Manisa,akp,385078,5
2018,Manisa,mhp,109812,1
2018,Manisa,chp,252578,3
2018,Manisa,sp,8943,0
2018,Manisa,dem,67184,0
2018,Manisa,other,2816,0
2018,Manisa,hudapar,2581,0
2018,Mardin,dem,235722,4
2018,Mardin,akp,120854,2
2018,Mardin,mhp,10429,0
2018,Mardin,chp,13153,0
2018,Mardin,iyi,4483,0
2018,Mardin,sp,3278,0
2018,Mardin,hudapar,8268,0
2018,Mersin,akp,325518,4
2018,Mersin,mhp,145029,2
2018,Mersin,chp,304232,3
2018,Mersin,iyi,154145,2
2018,Mersin,sp,7814,0
2018,Mersin,dem,192573,2
2018,Mersin,hudapar,4529,0
2018,Mersin,other,2482,0
2018,Muğla,chp,264842,4
2018,Muğla,iyi,106862,1
2018,Muğla,sp,3958,0
2018,Muğla,akp,182679,2
2018,Muğla,mhp,42033,0
2018,Muğla,dem,43648,0
2018,Muğla,other,2667,0
2018,Muğla,hudapar,1402,0
2018,Muş,dem,102725,3
2018,Muş,akp,61197,1
2018,Muş,mhp,7047,0
2018,Muş,iyi,8165,0
2018,Muş,chp,4667,0
2018,Muş,sp,1707,0
2018,Muş,hudapar,2791,0
2018,Nevşehir,akp,101552,2
2018,Nevşehir,mhp,34118,0
2018,Nevşehir,chp,31705,1
2018,Nevşehir,iyi,17192,0
2018,Nevşehir,sp,2233,0
2018,Nevşehir,dem,3329,0
2018,Niğde,akp,93223,2
2018,Niğde,mhp,44131,0
2018,Niğde,chp,42974,1
2018,Niğde,iyi,25190,0
2018,Niğde,sp,2549,0
2018,Niğde,dem,3530,0
2018,Ordu,akp,236392,3
2018,Ordu,mhp,81680,1
2018,Ordu,chp,110237,2
2018,Ordu,iyi,41032,0
2018,Ordu,sp,5530,0
2018,Ordu,dem,6789,0
2018,Ordu,other,1784,0
2018,Ordu,hudapar,1262,0
2018,Osmaniye,akp,113323,2
2018,Osmaniye,mhp,98996,1
2018,Osmaniye,chp,42321,1
2018,Osmaniye,iyi,41699,0
2018,Osmaniye,sp,3076,0
2018,Osmaniye,dem,11210,0
2018,Osmaniye,hudapar,1169,0
2018,Rize,akp,145412,3
2018,Rize,mhp,27831,0
2018,Rize,chp,29234,0
2018,Rize,iyi,13479,0
2018,Rize,sp,4187,0
2018,Rize,dem,3214,0
2018,Sakarya,akp,375397,4
2018,Sakarya,mhp,88022,1
2018,Sakarya,chp,88486,1
2018,Sakarya,iyi,60586,1
2018,Sakarya,sp,13240,0
2018,Sakarya,dem,17403,0
2018,Sakarya,other,1232,0
2018,Samsun,akp,443537,5
2018,Samsun,mhp,138480,1
2018,Samsun,chp,147454,2
2018,Samsun,iyi,92817,1
2018,Samsun,sp,12140,0
2018,Samsun,dem,15082,0
2018,Samsun,other,1816,0
2018,Samsun,hudapar,1313,0
2018,Siirt,dem,77009,2
2018,Siirt,akp,58760,1
2018,Siirt,mhp,5314,0
2018,Siirt,chp,3841,0
2018,Siirt,iyi,2399,0
2018,Siirt,sp,1410,0
2018,Siirt,hudapar,1782,0
2018,Sinop,akp,77085,1
2018,Sinop,mhp,10064,0
2018,Sinop,chp,33789,1
2018,Sinop,iyi,12952,0
2018,Sinop,sp,1561,0
2018,Sinop,dem,2790,0
2018,Sivas,akp,223575,3
2018,Sivas,mhp,77772,1
2018,Sivas,chp,62345,1
2018,Sivas,iyi,27987,0
2018,Sivas,sp,7196,0
2018,Sivas,dem,8991,0
2018,Şanlıurfa,akp,458246,8
2018,Şanlıurfa,mhp,80810,1
2018,Şanlıurfa,dem,251779,4
2018,Şanlıurfa,chp,33791,1
2018,Şanlıurfa,iyi,16174,0
2018,Şanlıurfa,sp,11218,0
2018,Şanlıurfa,hudapar,13528,0
2018,Şanlıurfa,other,3060,0
2018,Şırnak,dem,164184,3
2018,Şırnak,akp,42516,1
2018,Şırnak,mhp,9370,0
2018,Şırnak,chp,6363,0
2018,Şırnak,iyi,4629,0
2018,Şırnak,sp,1069,0
2018,Şırnak,hudapar,4856,0
2018,Tekirdağ,chp,253708,3
2018,Tekirdağ,iyi,78022,1
2018,Tekirdağ,sp,5203,0
2018,Tekirdağ,akp,230731,3
2018,Tekirdağ,mhp,50255,0
2018,Tekirdağ,dem,43729,0
2018,Tekirdağ,other,1642,0
2018,Tokat,akp,192946,3
2018,Tokat,mhp,63390,1
2018,Tokat,chp,79873,1
2018,Tokat,iyi,36119,0
2018,Tokat,sp,4946,0
2018,Tokat,dem,8009,0
2018,Trabzon,akp,287302,4
2018,Trabzon,mhp,69424,0
2018,Trabzon,chp,77656,1
2018,Trabzon,iyi,57325,1
2018,Trabzon,sp,12708,0
2018,Trabzon,dem,6941,0
2018,Tunceli,dem,28510,1
2018,Tunceli,chp,14704,1
2018,Tunceli,akp,8216,0
2018,Tunceli,mhp,3203,0
2018,Uşak,akp,105783,2
2018,Uşak,mhp,25667,0
2018,Uşak,chp,68725,1
2018,Uşak,iyi,30984,0
2018,Uşak,sp,3338,0
2018,Uşak,dem,7460,0
2018,Van,dem,313017,5
2018,Van,akp,167667,3
2018,Van,mhp,16245,0
2018,Van,chp,13914,0
2018,Van,iyi,6720,0
2018,Van,sp,4208,0
2018,Van,hudapar,4773,0
2018,Yalova,akp,69369,2
2018,Yalova,mhp,12244,0
2018,Yalova,chp,44986,1
2018,Yalova,iyi,15386,0
2018,Yalova,sp,2046,0
2018,Yalova,dem,12530,0
2018,Yozgat,akp,138261,2
2018,Yozgat,mhp,64026,1
2018,Yozgat,chp,30138,1
2018,Yozgat,iyi,19162,0
2018,Yozgat,sp,3046,0
2018,Yozgat,dem,3447,0
2018,Zonguldak,akp,178995,3
2018,Zonguldak,mhp,42316,0
2018,Zonguldak,chp,119800,2
2018,Zonguldak,iyi,30388,0
2018,Zonguldak,sp,6866,0
2018,Zonguldak,dem,7406,0
2018,Zonguldak,other,1191,0
