year,province,party,votes,seats
2007,Kahramanmaraş,akp,319534,6
2007,Kahramanmaraş,mhp,58226,1
2007,Kahramanmaraş,chp,46209,1
2007,Kahramanmaraş,dp,20805,0
2007,Kahramanmaraş,sp,6848,0
2007,Kahramanmaraş,other,0,0
2007,Karabük,akp,70478,3
2007,Karabük,chp,17524,0
2007,Karabük,mhp,17283,0
2007,Karabük,dp,8075,0
2007,Karabük,sp,5305,0
2007,Karabük,other,306,0
2007,Karaman,akp,64779,2
2007,Karaman,mhp,23542,1
2007,Karaman,chp,19156,0
2007,Karaman,dp,8440,0
2007,Karaman,sp,3828,0
2007,Karaman,other,27,0
2007,Kars,akp,50819,2
2007,Kars,mhp,24716,1
2007,Kars,chp,16499,0
2007,Kars,other,0,0
2007,Kars,dp,5023,0
2007,Kars,sp,1624,0
2007,Kastamonu,akp,110311,3
2007,Kastamonu,mhp,38889,1
2007,Kastamonu,chp,31170,0
2007,Kastamonu,dp,21916,0
2007,Kastamonu,other,28,0
2007,Kastamonu,sp,3802,0
2007,Kayseri,akp,395589,6
2007,Kayseri,mhp,92923,1
2007,Kayseri,chp,59125,1
2007,Kayseri,dp,17836,0
2007,Kayseri,sp,12379,0
2007,Kayseri,other,540,0
2007,Kırıkkale,akp,91132,3
2007,Kırıkkale,mhp,35361,1
2007,Kırıkkale,chp,18079,0
2007,Kırıkkale,dp,4967,0
2007,Kırıkkale,sp,2865,0
2007,Kırıkkale,other,0,0
2007,Kırklareli,chp,83264,2
2007,Kırklareli,akp,41848,1
2007,Kırklareli,mhp,32937,0
2007,Kırklareli,other,23290,0
2007,Kırklareli,dp,18697,0
2007,Kırklareli,sp,1603,0
2007,Kırşehir,akp,54549,2
2007,Kırşehir,mhp,31470,1
2007,Kırşehir,chp,18922,0
2007,Kırşehir,other,161,0
2007,Kırşehir,dp,2637,0
2007,Kırşehir,sp,2004,0
2007,Kilis,akp,29510,2
2007,Kilis,mhp,10740,0
2007,Kilis,chp,5667,0
2007,Kilis,dp,3127,0
2007,Kilis,other,33,0
2007,Kilis,sp,698,0
2007,Kocaeli,akp,370242,6
2007,Kocaeli,chp,145671,2
2007,Kocaeli,mhp,78585,1
2007,Kocaeli,sp,62406,0
2007,Kocaeli,dp,40081,0
2007,Kocaeli,other,0,0
2007,Konya,akp,660583,13
2007,Konya,mhp,131571,2
2007,Konya,chp,82482,1
2007,Konya,dp,59840,0
2007,Konya,sp,44528,0
2007,Konya,other,0,0
2007,Kütahya,akp,226224,5
2007,Kütahya,mhp,57438,1
2007,Kütahya,chp,31662,0
2007,Kütahya,dp,24359,0
2007,Kütahya,sp,10402,0
2007,Kütahya,other,0,0
2007,Malatya,akp,243525,6
2007,Malatya,chp,68866,1
2007,Malatya,mhp,27579,0
2007,Malatya,other,0,0
2007,Malatya,sp,5996,0
2007,Malatya,dp,4843,0
2007,Manisa,akp,314140,5
2007,Manisa,mhp,158305,3
2007,Manisa,chp,148212,2
2007,Manisa,dp,69612,0
2007,Manisa,other,0,0
2007,Manisa,sp,11686,0
2007,Mardin,akp,105905,4
2007,Mardin,other,0,0
2007,Mardin,chp,16639,0
2007,Mardin,dp,13443,0
2007,Mardin,mhp,3202,0
2007,Mardin,sp,2947,0
2007,Mersin,mhp,242686,4
2007,Mersin,akp,215703,4
2007,Mersin,chp,195930,4
2007,Mersin,other,0,0
2007,Mersin,dp,43457,0
2007,Mersin,sp,6746,0
2007,Muğla,chp,154033,3
2007,Muğla,akp,117624,2
2007,Muğla,mhp,90771,1
2007,Muğla,dp,44916,0
2007,Muğla,other,0,0
2007,Muğla,sp,2661,0
2007,Muş,akp,54295,2
2007,Muş,other,0,0
2007,Muş,dp,8612,0
2007,Muş,chp,4408,0
2007,Muş,mhp,3243,0
2007,Muş,sp,2771,0
2007,Nevşehir,akp,89500,3
2007,Nevşehir,mhp,29420,0
2007,Nevşehir,chp,25387,0
2007,Nevşehir,sp,5371,0
2007,Nevşehir,dp,5188,0
2007,Nevşehir,other,191,0
2007,Niğde,akp,82537,2
2007,Niğde,mhp,32012,1
2007,Niğde,chp,26913,0
2007,Niğde,dp,12578,0
2007,Niğde,sp,5062,0
2007,Niğde,other,269,0
2007,Ordu,akp,209687,5
2007,Ordu,chp,59779,1
2007,Ordu,mhp,55441,1
2007,Ordu,dp,19527,0
2007,Ordu,other,0,0
2007,Ordu,sp,5210,0
2007,Osmaniye,mhp,99565,2
2007,Osmaniye,akp,85836,2
2007,Osmaniye,chp,21521,0
2007,Osmaniye,dp,7359,0
2007,Osmaniye,sp,2835,0
2007,Osmaniye,other,0,0
2007,Rize,akp,97059,2
2007,Rize,chp,13783,0
2007,Rize,mhp,10611,0
2007,Rize,sp,6184,0
2007,Rize,dp,5818,0
2007,Rize,other,113,0
2007,Sakarya,akp,253033,5
2007,Sakarya,other,0,0
2007,Sakarya,mhp,54198,1
2007,Sakarya,chp,43939,0
2007,Sakarya,sp,29444,0
2007,Sakarya,dp,29262,0
2007,Samsun,akp,370204,6
2007,Samsun,chp,109092,2
2007,Samsun,mhp,77871,1
2007,Samsun,dp,37306,0
2007,Samsun,sp,15065,0
2007,Samsun,other,0,0
2007,Siirt,akp,44836,2
2007,Siirt,other,0,0
2007,Siirt,chp,3181,0
2007,Siirt,dp,2674,0
2007,Siirt,mhp,2546,0
2007,Siirt,sp,884,0
2007,Sinop,akp,52052,2
2007,Sinop,chp,28800,1
2007,Sinop,mhp,14567,0
2007,Sinop,dp,10716,0
2007,Sinop,other,0,0
2007,Sinop,sp,2189,0
2007,Sivas,akp,186843,4
2007,Sivas,chp,53641,1
2007,Sivas,mhp,31848,0
2007,Sivas,sp,12902,0
2007,Sivas,dp,6715,0
2007,Sivas,other,0,0
2007,Şanlıurfa,akp,267525,9
2007,Şanlıurfa,dp,28302,0
2007,Şanlıurfa,other,0,0
2007,Şanlıurfa,mhp,24084,0
2007,Şanlıurfa,chp,21271,0
2007,Şanlıurfa,sp,9830,0
2007,Şırnak,akp,33179,1
2007,Şırnak,other,0,0
2007,Şırnak,dp,10613,0
2007,Şırnak,chp,8283,0
2007,Şırnak,mhp,3542,0
2007,Şırnak,sp,194,0
2007,Tekirdağ,chp,136099,2
2007,Tekirdağ,akp,116056,2
2007,Tekirdağ,mhp,52136,1
2007,Tekirdağ,other,0,0
2007,Tekirdağ,dp,32403,0
2007,Tekirdağ,sp,5148,0
2007,Tokat,akp,171118,5
2007,Tokat,chp,62406,1
2007,Tokat,mhp,56158,1
2007,Tokat,dp,10152,0
2007,Tokat,sp,10145,0
2007,Tokat,other,0,0
2007,Trabzon,akp,231292,6
2007,Trabzon,mhp,57294,1
2007,Trabzon,chp,55616,1
2007,Trabzon,dp,25410,0
2007,Trabzon,sp,22711,0
2007,Trabzon,other,0,0
2007,Tunceli,other,0,0
2007,Tunceli,chp,7029,0
2007,Tunceli,akp,5204,0
2007,Tunceli,mhp,2718,0
2007,Tunceli,dp,379,0
2007,Tunceli,sp,164,0
2007,Uşak,akp,86214,2
2007,Uşak,chp,44729,1
2007,Uşak,mhp,38991,0
2007,Uşak,dp,10270,0
2007,Uşak,other,46,0
2007,Uşak,sp,3543,0
2007,Van,akp,163193,5
2007,Van,other,0,0
2007,Van,chp,12445,0
2007,Van,mhp,9933,0
2007,Van,dp,8410,0
2007,Van,sp,3996,0
2007,Yalova,akp,42346,1
2007,Yalova,chp,25322,1
2007,Yalova,dp,13006,0
2007,Yalova,mhp,12820,0
2007,Yalova,other,0,0
2007,Yalova,sp,2530,0
2007,Yozgat,akp,156495,5
2007,Yozgat,mhp,44678,1
2007,Yozgat,chp,30682,0
2007,Yozgat,dp,5879,0
2007,Yozgat,sp,4516,0
2007,Yozgat,other,0,0
2007,Zonguldak,akp,144041,3
2007,Zonguldak,chp,85687,2
2007,Zonguldak,dp,48569,0
2007,Zonguldak,mhp,27271,0
2007,Zonguldak,other,0,0
2007,Zonguldak,sp,15181,0
